id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
MO 074,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Rating of Soils for Individual Sewerage Disposal Systems.,,http://vocab.lib.umd.edu/form#maps,,From Maryland State Document Maryland National Capital Park and Planning Commission. A soils study for the Maryland-National Capital Park and Planning Commission.,,Soil maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1962,1962,rating-of-soils-for-individual,
MO/PG 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Water System: Five-Year Program,,http://vocab.lib.umd.edu/form#maps,,"Includes maps from 1962-67, 1963-68, 1966-71, 1968-72, 1969-73.",,Hydrological maps,,Washington Suburban Sanitary Commission.,,,,,Montgomery County,,9 sheets,1962/1973,1962,water-system-five-year,
PG 105,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Henson Creek Watershed,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9125.M3A552.,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,5 sheets,1962,1962,master-plans-henson-creek,
RC 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"General Location Map, Rock Creek Watershed, Montgomery County, Maryland and the District of Columbia",,http://vocab.lib.umd.edu/form#maps,,,,Watershed maps,,U.S. Soil Conservation Service,,,,,,,1 sheet,1962,1962,general-location-map,
SO 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Somerset County Showing Topography and Election Districts,,http://vocab.lib.umd.edu/form#maps,,,,Topographic Map,,"Maryland Department of Geology, Mines and Water Resources",,,,,Somerset County,,1 sheet,1962,1962,map-of-somerset-county004,
TP 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Takoma Park, Langley Park; Planning Area X.",,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland NA9125.M35227,,Regional maps,,Maryland - National Capital Park and Planning Commission,,,,,,Takoma Park,4 sheets,1962,1962,takoma-park-langley-park,
WA 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hagerstown Metropolitan Area. Antietam National Battlefield site and adjacent area.,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Washington County. Planning and Zoning Commission,,,,,Washington County,,1 sheet,1962,1962,hagerstown-metropolitan,
WA 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Washington County Showing the Geologic Formations and the Locations of Wells and Springs,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: MD QE121.A25 no.24,,Geologic maps,,"Maryland Department of Geology, Mines and Water Resources",,,,,Washington County,,1 sheet,1962,1962,map-of-washington-county004,
SM 039,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Leonardtown Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,St. Mary's County,,1 sheet,"[1963, 1982]","1963, 1982",leonardtown-quadrangle,
SM 043,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Chronicles of St. Mary's: Maps of St. Mary's Conty,,http://vocab.lib.umd.edu/form#maps,,Map was reprinted with additions in 1969.,,Historical maps,,St. Mary's County Historical Society,,,,,St. Mary's County,,1 sheet,1963,1963,chronicles-of-st.-mary39s,
AA 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Anne Arundel County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205.,,Mineral resource maps,,Maryland Department of State Planning,,,,,Anne Arundel County,,1 sheet,1963/1974,1963,minerals-maps-anne-arundel,
AA 011,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Anne Arundel County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205.,,Geological maps,,Maryland Department of State Planning,,,,,Anne Arundel County,,1 sheet,1963/1974,1963,engineering-geology-and,
AL 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Allegany County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no. 205 folio,,Geological maps,,Maryland Dept. of State Planning,,,,,Allegany County,,1 sheet,1963/1974,1963,engineering-geology-and002,
AL 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Map, Allegany County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no. 205 folio,,Mineral Resources map,,Maryland Dept. of State Planning,,,,,Allegany County,,0 sheets,1963/1974,1963,minerals-map-allegany,
BA 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Baltimore County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: HC107.M32 no. 205 folio.,,,,Maryland. Dept. of State Planning,,,,,Baltimore County,,1 sheet,1963/1974,1963,minerals-maps-baltimore,
BOW 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"City of Bowie, Prince George's County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Two copies: copy 2 is a much larger scale.,,Topographic Map,,"Latimer, Thomas E.",,,,,Prince George's County,Bowie,2 sheets,1963,1963,city-of-bowie-prince,
CV 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Calvert County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Geological maps,,Maryland. Dept. of State Planning.,,,,,Calvert County,,1 sheet,1963/1974,1963,engineering-geology-and004,
CV 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Calvert County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Mineral resource maps,,Maryland. Dept. of State Planning,,,,,Calvert County,,1 sheet,1963/1974,1963,minerals-maps-calvert,
CA 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Caroline County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC1047.M32 no.205 folio,,Mineral Resource Map,,Maryland. Dept. of State Planning,,,,,Caroline County,,0 sheets,1963/1974,1963,minerals-maps-caroline,
CA 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Caroline County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205 folio,,,,Maryland. Dept. of State Planning,,,,,Caroline County,,0 sheets,1963/1974,1963,engineering-geology-and005,
CR 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Carroll County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205 folio.,,Mineral Resources Map,,Maryland Department of State Planning,,,,,Carroll County,,1 sheet,1963/1974,1963,minerals-maps-carroll,
CR 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Carroll County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205 folio.,,Geological Map,,Maryland Department of State Planning,,,,,Carroll County,,2 sheets,1963/1974,1963,engineering-geology-and006,
CE 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Annexation Study Map: Land Use with a Potential Annexation Area for Elkton, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HT168.E4.,,Land use maps,,Maryland University Bureau of Government Res.,,,,,Cecil County,,1 sheet,1963,1963,annexation-study-map,
CE 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology, and Aquifer Formation map, Cecil County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Geological maps,,Maryland Department of State Planning,,,,,Cecil County,,1 sheet,1963/1974,1963,engineering-geology,
CE 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Map, Cecil County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Mineral resource maps,,Maryland Department of State Planning,,,,,Cecil County,,1 sheet,1963/1974,1963,minerals-map-cecil-county,
CH 014,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Charles County Showing Location of Wells and Springs,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland GB705.M3M3 no. 2.,,Public Utility Maps,,Maryland Geological Survey,,,,,Charles County,,1 sheet,1963,1963,map-of-charles-county005,
CH 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Charles County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Mineral resource maps,,Maryland. Dept. of State Planning,,,,,Charles County,,1 sheet,1963/1974,1963,minerals-maps-charles,
CH 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Charles County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no.205.,,Geological maps,,Maryland. Dept. of State Planning,,,,,Charles County,,1 sheet,1963/1974,1963,engineering-geology-and007,
CP 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: College Park-Greenbelt and Vicinity,,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Maryland-National Capital Park and Planning Commission,,,,,,College Park,4 sheets,1963,1963,master-plans-college,
DO 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Land Use Map(12),,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland Folio NA9127.D6A53,,Land Use Map,,Dorchester County (Md.). Planning Commission,,,,,Dorchester County,,1 sheet,1963,1963,land-use-map12,
DO 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology, and Aquifer Formation Map, Dorchester County.",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with: MD FOL HC 107.M32 no.205; Year: 1963, 1974",,Geological Map,,Maryland. Dept. of State Planning.,,,,,Dorchester County,,1 sheet,1963/1974,1963,engineering-geology002,
DO 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Map, Dorchester County, Maryland.",,http://vocab.lib.umd.edu/form#maps,,,,Mineral Resources Map,,Maryland. Dept. of State Planning.,,,,,Dorchester County,,1 sheet,1963/1974,1963,minerals-map-dorchester,
FR 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Map, Frederick County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD FOL HC107.M32 no. 205,,Mineral Map,,Maryland Department of State Planning,,,,,Frederick County,,1 sheet,1963/1974,1963,minerals-map-frederick,
FR 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology, and Aquifer Formation Map, Frederick County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MDFOL HC107.M32 no. 205,,Geological Map,,Maryland Department of State Planning,,,,,Frederick County,,1 sheet,1963/1974,1963,engineering-geology003,
AL 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Annexation Study Map: Land Use in the Vicinity of Frostburg,,http://vocab.lib.umd.edu/form#maps,,,,Zoning Map,,,,,,,,Frostburg,1 sheet,1963,1963,annexation-study-map002,
GT 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Vicinity of Gaithersburg, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Municipal Technical Advisory Service,,,,,,Gaithersburg,1 sheet,1963,1963,vicinity-of-gaithersburg,
GA 011,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Garrett County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205. Map includes years 1963 and 1974.,,Mineral resource maps,,Maryland Department of State Planning,,,,,Garrett County,,2 sheets,1963/1974,1963,minerals-maps-garrett,
GA 018,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Garrett County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205. Map includes years: 1963 and 1974.,,Geological maps,,Maryland Department of State Planning,,,,,Garrett County,,2 sheets,1963/1974,1963,engineering-geology-and008,
HA 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Harford County",,http://vocab.lib.umd.edu/form#maps,,Originally bound with Maryland HC107.M32 number 205.,,Hydrologic maps,,Maryland. Dept. of State Planning,,,,,Harford County,,1 sheet,1963/1974~,1963-1974 (circa),engineering-geology-and009,
HA 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Map, Harford County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 no. 205 folio.,,Mineral Resource Map,,Maryland. Dept. of State Planning,,,,,Harford County,,1 sheet,1963/1974,1963,minerals-map-harford,
HO 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,General Park and Open Space Plan for Howard County,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Howard County Planning Commission.,,,,,Howard County,,1 sheet,1963,1963,general-park-and-open,
HO 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Howard County, MD.",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with: Maryland HC107.M32, number 205.",,Hydrologic maps,,Maryland. Dept. of State Planning.,,,,,Howard County,,1 sheet,"[1963, 1974~]","1963, 1974 (circa)",engineering-geology-and010,
HO 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Howard County, Maryland.",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with Maryland HC107.M32, number 205.",,Mineral resource maps,,Maryland. Dept. of State Planning.,,,,,Howard County,,1 sheet,"[1963, 1974~]","1963, 1974 (circa)",minerals-maps-howard,
KE 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Kent County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.m32 no. 205 folio.,,Mineral Resources Map,,Maryland. Dept. of State Planning,,,,,Kent County,,1 sheet,1963/1974,1963,minerals-maps-kent-county,
KE 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology and Aquifer Formation Map, Kent County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MDFOL HC107.M32 no.205,,Geological Map,,Maryland Department of State Planning,,,,,Kent County,,1 sheet,1963/1974,1963,engineering-geology-and011,
MD 078,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Northeastern Expressway (I-95),,http://vocab.lib.umd.edu/form#maps,,,,Transportation Map,,Maryland State Roads Commission,,,Maryland,,,,1 sheet,1963?,1963?,northeastern-expressway,
MO/PG 030,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Five Year Program, Water System, 1963-1968",,http://vocab.lib.umd.edu/form#maps,,,,Public Utility maps,,Washington Suburban Sanitary Commission.,,,,,Montgomery County,,1 sheet,1963/1968,1963,five-year-program-water,
MO 073,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Ground Water Availibilty Map of Upper Montgomery County.,,http://vocab.lib.umd.edu/form#maps,,LC Call Number: TD224.M3J64 1963,,Utility maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1963,1963,ground-water-availibilty,
MO 052,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Montgomery County Street and Highway Plans. Index to areas for which street and highway classifications have been adopted in the form of a master plan.,,http://vocab.lib.umd.edu/form#maps,,Revised in 1965 and 1966.,,Transportation maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1963,1963,montgomery-county-street,
MO/PG 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Five Year Plan, Sewerage System",,http://vocab.lib.umd.edu/form#maps,,,,Public utility maps,,Washington Suburban Sanitary Commission.,,,,,Montgomery County,,1 sheet,1963,1963,five-year-plan-sewerage,
MO 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Engineering, Geology, and Aquifer Formation Map, Montgomery County.",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205.,,Geological maps,,Maryland. Dept. of State Planning.,,,,,Montgomery County,,1 sheet,1963/1974,1963,engineering-geology004,
MO 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minerals Maps, Montgomery County, Maryland.",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HC107.M32 number 205.,,Mineral resource maps,,Maryland. Dept. of State Planning.,,,,,Montgomery County,,1 sheet,1963/1974,1963,minerals-maps-montgomery,
PG 106,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Master Plans: Henson Creek Watershed, 1963",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA 9125.M3A552.,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,2 sheets,1963,1963,master-plans-henson-creek002,
